origin,origin_length,game_order,text_jp,text_en,verified,game_order
0x0e045058,24,4640,なら知らないクワー……\k,,,
0x0e045070,26,4641,…こ…こんじょうだガン…\n,,,
0x0e04508c,26,4642,たえるだゴン…うーん……\k,,,
0x0e0450a8,28,4643,…みんな…ぶじだったんだ…\k,,,
0x0e0450c4,16,4644,見事であった…\n,,,
0x0e0450d4,26,4645,ハクサイだいまおうは…、\n,,,
0x0e0450f0,24,4646,消えてしまったである。\k,,,
0x0e045108,18,4647,うん…感じたわ…\n,,,
0x0e04511c,22,4648,ハクサイだいまおうや\n,,,
0x0e045134,28,4649,キャベツ、パンプキン達が、\k,,,
0x0e045150,14,4650,消えていく、\n,,,
0x0e045160,22,4651,最後のしゅんかん……\k,,,
0x0e045178,18,4652,\%\Mちゃんの心が、\n,,,
0x0e04518c,18,4653,通じたのである。\k,,,
0x0e0451a0,26,4654,みんな、生まれ変わって、\n,,,
0x0e0451bc,26,4655,この世界にもどってくるで\n,,,
0x0e0451d8,12,4656,あろうぞ。\k,,,
0x0e0451e4,22,4657,また、会えるのかな、\n,,,
0x0e0451fc,24,4658,ハクサイやキャベツに。\k,,,
0x0e045214,16,4659,心配しないでも\n,,,
0x0e045224,24,4660,だいじょうぶであるぞ。\k,,,
0x0e04523c,26,4661,さあ、おじいさんの家に、\n,,,
0x0e045258,28,4662,みんなを連れて帰るである。\k,,,
0x0e045274,8,4663,うん。\n,,,
0x0e04527c,26,4664,手当てしてあげなきゃね。\k,,,
0x0e045650,16,4665,ねえ、みんなで\n,,,
0x0e045660,22,4666,記念写真をとろうよ。\k,,,
0x0e045678,26,4667,げんじつの世界にもどった\n,,,
0x0e045694,28,4668,あたしが、いつでもみんなを\n,,,
0x0e0456b0,28,4669,思い出していられるように!\k,,,
0x0e0456cc,26,4670,やったあ!写真!写真!!\k,,,
0x0e0456e8,10,4671,やだあ、\n,,,
0x0e0456f4,22,4672,ジュディが一番前よ!\k,,,
0x0e04570c,26,4673,さあ、みんなならんで……\k,,,
0x0e045728,15,4674,はい、ポーズ!,,,
0x0e045738,10,4675,\%\Mちゃん\n,,,
0x0e045744,17,4676,おうち かえろ?,,,
0x0e045758,12,4677,そうだね。\n,,,
0x0e045764,9,4678,帰ろう、,,,
0x0e045770,3,4679,\%\B,,,
0x0e05d108,31,4680,「\@わんわん愛情物語」スタッフ\n,,,
0x0e05d1a8,13,4681,\@脚本・監修\n,,,
0x0e05d1b8,21,4682,\@  てらだ けんじ\n,,,
0x0e05d1d0,4,4683,\@\>\n,,,
0x0e05d1d4,7,4684,\@企画\n,,,
0x0e05d1dc,21,4685,\@   きら かつや\n,,,
0x0e05d1f4,23,4686,\@ よこぬま きみよし\n,,,
0x0e05d20c,21,4687,\@ もりなが ゆみこ\n,,,
0x0e05d224,21,4688,\@  いとう こうじ\n,,,
0x0e05d2f0,13,4689,\@プログラム\n,,,
0x0e05d300,23,4690,\@  たかき だいすけ\n,,,
0x0e05d318,23,4691,\@ あかざわ まさゆき\n,,,
0x0e05d330,23,4692,\@  おかだ かずひろ\n,,,
0x0e05d348,23,4694,\@キャラクターデザイン\n,,,
0x0e05d360,21,4695,\@ はたなか えみこ\n,,,
0x0e05d420,15,4696,\@背景デザイン\n,,,
0x0e05d430,23,4697,\@  よしだ ひでとし\n,,,
0x0e05d448,7,4699,\@原画\n,,,
0x0e05d450,31,4700,\@ Studio Tierra\n,,,
0x0e05d470,21,4701,\@ まつした きよし\n,,,
0x0e05d548,23,4702,\@グラフィックデザイン\n,,,
0x0e05d560,23,4703,\@ ありよし ようへい\n,,,
0x0e05d578,19,4704,\@ かわもと りか\n,,,
0x0e05d58c,21,4705,\@ ふじかわ かすみ\n,,,
0x0e05d5a4,21,4706,\@  ながた たつや\n,,,
0x0e05d5bc,25,4707,\@ おのうえ きょうすけ\n,,,
0x0e05d5d8,23,4708,\@ みやうち よしなり\n,,,
0x0e05d6a0,21,4710,\@ ひさとみ こうじ\n,,,
0x0e05d6b8,21,4711,\@  まえだ たけし\n,,,
0x0e05d6d0,23,4712,\@   しま たけはる\n,,,
0x0e05d6e8,21,4713,\@  やまだ なおや\n,,,
0x0e05d700,23,4714,\@  こくぶ まさあき\n,,,
0x0e05d7b8,11,4715,\@サウンド\n,,,
0x0e05d7c4,21,4717,\@  やすだ たくや\n,,,
0x0e05d7dc,15,4719,\@ディレクター\n,,,
0x0e05d7ec,21,4721,\@ しばむら ゆうり\n,,,
0x0e05d8b0,17,4722,\@プロデューサー\n,,,
0x0e05d8c4,23,4723,\@  ながお としひろ\n,,,
0x0e05d8dc,21,4724,\@  ささき てつや\n,,,
0x0e05d974,13,4725,\@制作・開発\n,,,
0x0e05d984,27,4726,\@株式会社アルファシステム\n,,,
0x0e05da30,13,4727,\@制作・著作\n,,,
0x0e05da40,23,4728,\@カシオ計算機株式会社\n,,,
0x0e05dae8,12,4729,\%\Mちゃん。\k,,,
0x0e05daf4,26,4730,仲直りした記念にシールを\n,,,
0x0e05db10,12,4731,作らない?\n,,,
0x0e05db1c,30,4732,\@\!うん、作る!/\!いや、いいや,,,
0x0e05e0f4,14,4733,よし、じゃあ\n,,,
0x0e05e104,20,4734,ちょっとまってね。\k,,,
0x0e059bc8,64,4735,ムムッ!\%\Mちゃん。\nシールのカートリッジが\n入っていないようだ。\k,,,
0x0e059c08,60,4736,ルーピーにカートリッジを\n入れてから、またやって\nみてくれ。\k,,,
0x0e05e118,14,4737,続けるかい?\n,,,
0x0e05e128,7,4738,\!うん\n,,,
0x0e05e130,12,4739,\!もういいや,,,
0x0e05db3c,14,4747,それじゃあ、\n,,,
0x0e05db4c,20,4748,もう、お別れだね。\k,,,
0x0e05dbb4,16,4749,だいじょうぶ、\n,,,
0x0e05dbc4,22,4750,そのうち、またきっと\n,,,
0x0e05dbdc,12,4751,会えるよ。\k,,,
0x0e05dbe8,22,4752,それじゃあ、バイバイ\n,,,
0x0e057e88,37,4763,\!   オールクリア\n\>   \%\M\>と\>\%\B\n,,,
0x0e058f24,54,4767,ひさしぶりだね、\n\%\Mちゃん。\nまた、会えてうれしいよ。\k,,,
0x0e058f5c,50,4768,実は、\%\Mちゃんに\nすてきなプレゼントが\nあるんだ。\k,,,
0x0e058f90,63,4769,十字キーの上下とAボタンで\n選んでね。\nやめる時はBボタンだよ。,,,
0x0e058fd0,23,4770,\!思い出のシールを作る\n,,,
0x0e058fe8,19,4771,\!\%\Bのシールを作る\n,,,
0x0e058ffc,28,4772,\!好きなシーンからやりなおす,,,
0x0e0593c0,58,4773,ここでは\%\Mちゃんの\n思い出をシールすることが\nできるんだ。\k,,,
0x0e0593fc,66,4774,シールにしたい絵を\n十字キーの上下で選んで、\nAボタンを押してね。\k,,,
0x0e059440,65,4775,十字キーの左右を押すと\n早送りになるよ。\nやめる時はBボタンだよ。,,,
0x0e05923c,9,4776,\@*\%\2\d番,,,
0x0e059248,9,4777,\@ \%\2\d番,,,
0x0e0595bc,39,4796,それじゃあ、\nこの絵をシールにするよ。\n,,,
0x0e0595e4,15,4797,\!はい/\!いいえ,,,
0x0e0595f4,23,4798,ちょっと待って…………,,,
0x0e059690,28,4801,次はどの絵をシールにする?\n,,,
0x0e0596ac,25,4802,やめる時はBボタンだよ。,,,
0x0e05c804,20,4808,ここでは\%\Bの好きな\n,,,
0x0e05c818,26,4809,ポーズをシールすることが\n,,,
0x0e05c834,12,4810,できるんだ\k,,,
0x0e05c840,24,4811,LRでバックを変えて、\n,,,
0x0e05c858,26,4812,Aボタンでシールの印刷、\n,,,
0x0e05c874,25,4813,やめるときはBボタンだよ,,,
0x0e05c890,24,4814,このポーズでいいんだね\n,,,
0x0e05c8a8,15,4815,\!はい/\!いいえ,,,
0x0e059870,72,4823,ここでは\%\Mちゃんの\n冒険を好きなシーンからやり\nなおすことができるんだ。\k,,,
0x0e0598b8,73,4824,十字キーの上下左右で選んで\nAボタンを押してね。\nやめる時はBボタンだよ。,,,
0x0e059904,28,4825,\!1章\! 2章\! 3章\! 4章\n,,,
0x0e059920,28,4826,\!5章\! 6章\! 7章\! 8章\n,,,
0x0e05993c,28,4827,\!9章\!10章\!11章\!12章\n,,,
0x0e059958,26,4828,第\%\d章からでいいのかな?\n,,,
0x0e059974,19,4829,\!はい/\!いいえ,,,
0x0e059988,31,4836,それじゃあ\n第\%\d章から始めるよ\k,,,
0x0e000ba0,7,,\M\a\s\t\e\r,,,
0x0e000f58,5,,\M\A\I\N,,,
0x0e002994,6,,\p\a\l\e\t,,,
0x0e006750,5,,\M\O\J\I,,,
0x0e007224,7,,\E\V\T\S\E\Q,,,
0x0e007474,5,,\F\A\D\E,,,
0x0e008394,36,,\!タイトル\!アルファ\!ファイル\!絵本絵\n,,,
0x0e0083b8,38,,\!顔窓  \!1枚絵 \!小1枚絵\!犬シール\n,,,
0x0e0083e0,36,,\!01章 \!02章 \!03章 \!04章\n,,,
0x0e008404,36,,\!06章 \!07章 \!08章 \!09章\n,,,
0x0e008428,36,,\!10章 \!11章 \!12章 \!13章\n,,,
0x0e00844c,29,,\!絵本  \!スタッフ\!ED記念\n,,,
0x0e00846c,36,,\!SG1 \!SG2 \!SG3 \!SG4\n,,,
0x0e008490,20,,\!SG5 \!SG6 \n,,,
0x0e0084a4,13,,\!ADPCM\n,,,
0x0e0084b4,9,,\!BGM\n,,,
0x0e0084c0,6,,\!デモ,,,
0x0e008954,20,,1個目のウィンドウ\K,,,
0x0e008968,20,,2個目のウィンドウ\K,,,
0x0e00897c,20,,3個目のウィンドウ\K,,,
0x0e008990,20,,4個目のウィンドウ\K,,,
0x0e0089a4,20,,5個目のウィンドウ\K,,,
0x0e0089b8,20,,6個目のウィンドウ\K,,,
0x0e0089cc,20,,7個目のウィンドウ\K,,,
0x0e0089e0,6,,戻る\K,,,
0x0e0089e8,15,,CLSテスト\K\C,,,
0x0e0089f8,12,,KEY待ち\k,,,
0x0e008a04,53,,abcdefghijkelmopqrstuvwxyz,,,
0x0e008a3c,41,,0123456789!”#$%&’()\k\C,,,
0x0e008a68,34,,\!あ\!い\!う\!え\!お \!が\!ぎ\!ぐ\!げ\!ご\n,,,
0x0e008a8c,34,,\!か\!き\!く\!け\!こ \!ざ\!じ\!ず\!ぜ\!ぞ\n,,,
0x0e008ab0,34,,\!さ\!し\!す\!せ\!そ \!だ\!ぢ\!づ\!で\!ど\n,,,
0x0e008ad4,34,,\!た\!ち\!つ\!て\!と \!ば\!び\!ぶ\!べ\!ぼ\n,,,
0x0e008af8,34,,\!な\!に\!ぬ\!ね\!の \!ぱ\!ぴ\!ぷ\!ぺ\!ぽ\n,,,
0x0e008b1c,34,,\!は\!ひ\!ふ\!へ\!ほ \!ぁ\!ぃ\!ぅ\!ぇ\!ぉ\n,,,
0x0e008b40,34,,\!ま\!み\!む\!め\!も \!っ\!ゃ\!ゅ\!ょ\!ん\n,,,
0x0e008b64,17,,\!ら\!り\!る\!れ\!ろ\n,,,
0x0e008b78,17,,\!や\!ゆ\!よ\!わ\!を\n,,,
0x0e008f88,38,,\@1枚絵テスト1枚絵テスト1枚絵テスト,,,
0x0e00921c,389,,\c ももたちは、やがて、とってもきれい\nな森の中に入りこんでいました。そして\nそこには、キラキラと輝く川のほとりに\n小屋がひとつ立っていました。\n「やぁ、よく来たね、もも」\n そこは、亡くなったおじいちゃんの住\nんでる小屋だったのです。\n「おじいちゃんに会えるなんて!」\n「いつだって会えるさ。ももが、ワシの\nことを思い出してくれさえすればね」\n ももは、ひさしぶりにおじいちゃんに\n抱きつきました。,,,
0x0e0093a4,387,,\c ところが、レモンズには用心棒がつい\nていました。とっても強そうなロボット\nのオモチャです。\n「あれぇ〜? もしかして、あなた、ガ\nンボットじゃない!」\n そうなのです。それは、ももが幼稚園\nの時の大親友・ガンちゃんの大切なオモ\nチャだったのです。ももと将来を約束し\nた(?)ガンちゃんは、ひっこししてい\nく時、ももにこのロボットをプレゼント\nしたのでした。\n「ももちゃんは、第二のご主人だゴン」,,,
0x0e009528,431,,\c レモンが丘まで来ると、すこしこわが\nりのムクはもちろん、ジュディやもも一\n号も、ちょっと尻ごみしました。\n そこには、ミラクル・レモンズという、\nとってもすっぱい・・・じゃなかった手\nごわい姉妹がいたからなのです。\n「ぜったいぜったい、この丘はとおっち\nゃダメ! とおさないィィ・・・!」\n レモンズのスライス投げは、なかなか\nキョーレツです。でも、ももたちは、\n「すっぱいのすっぱいの、飛んでけぇ」\n ついに、レモンズに勝ったのでした。,,,
0x0e0096d8,403,,\c 人形の名は、ジュディ。ももが、昔々\nとっても大切にしていたお人形でした。\n そして、ももの思い出の国<\%\M\nランド>がタイヘンなことになってると\n知らせに来たのです。\n「このままでは、ももちゃんの思い出が\nぜ〜んぶ消されてしまうわさ」\n「そんなぁ。だれがそんなことを?」\n「ハクサイ大魔王っていう悪いヤツよ」\n ももたちは、<時間のとびら>の管理\n人クロックさんとともに、さっそく思い\n出の国にトリップしました。,,,
0x0e00986c,380,,\c その日、\%\Mは、いつものように\n\%\Bと公園で遊んでいました。\n すると、\%\Bがかき根の向こうか\nら、古いお人形をくわえてきました。見\nたことがあるような、それに、なんだか\nとってもなつかしいような感じのするお\n人形です。でも、\%\Mは、その人形\nの名前を思いだせませんでした。\nところが・・・!\n「やだぁ〜もう、\%\Mちゃんったら\nわたしの名前わすれちゃったの?」\n人形がとつぜんしゃべりだしました。\n,,,
0x0e009c18,7,,\@\%\2\d番,,,
0x0e009df4,7,,\@\%\2\d番,,,
0x0e00a5c4,13,,\!通常モード\n,,,
0x0e00a5d4,29,,\!タイトル\!アルファ\!ファイル\n,,,
0x0e00a5f4,35,,\!テスト1\!テスト2\!名前入力テスト\n,,,
0x0e00a618,37,,\!01章\!02章\!03章\!04章\!06章\n,,,
0x0e00a640,37,,\!07章\!08章\!09章\!10章\!11章\n,,,
0x0e00a668,32,,\!12章\!13章\!ED \!スタッフ\n,,,
0x0e00a688,18,,\!絵本 \!プリント\n,,,
0x0e00a69c,30,,\!SG1\!SG2\!SG3\!SG4\n,,,
0x0e00a6bc,13,,\!ADPCM\n,,,
0x0e00ac34,4,,\n,,,
0x0e00ac38,22,,じゅくに時間どおり\n,,,
0x0e00ac50,22,,に行けなかったので\n,,,
0x0e00ac68,22,,こまっているのであ\n,,,
0x0e00ac80,22,,る。そんなのこまる\n,,,
0x0e00ac98,22,,わけないでしょ!そ\n,,,
0x0e00acb0,19,,んなことはない。,,,
0x0e00ada8,7,,\o\b\j\m\o\v,,,
0x0e00b15c,6,,\m\v\o\f\s,,,
0x0e00b570,13,,\!ADPCM\n,,,
0x0e00b580,8,,\!BGM,,,
0x0e00b628,41,,\!00足音  \!011号軸折\!02イモ爆発\n,,,
0x0e00b654,41,,\!031号ベル\!04ケムリ消\!05不正解 \n,,,
0x0e00b680,41,,\!06着地  \!07突っつき\!08オリ落ち\n,,,
0x0e00b6ac,41,,\!09羽出合体\!10ジャンプ\!11ポテ消え\n,,,
0x0e00b6d8,41,,\!12草揺れ \!13物投げ \!14カギ開け\n,,,
0x0e00b704,41,,\!15リュ出入\!16わん大 \!17がるる \n,,,
0x0e00b730,41,,\!18くぅ〜ん\!19きゃぃん\!20わぉーん\n,,,
0x0e00b75c,15,,\!21わん小 \n,,,
0x0e00b76c,28,,\@\>VOL   \!0\!1\!2\!3\n,,,
0x0e00b788,26,,\@\>ローパス  \!有り\!無し\n,,,
0x0e00b7a4,26,,\@\>スタンバイ \!有り\!無し\n,,,
0x0e00b7c0,38,,\@\>振幅    \!0〜1\!1/4〜3/4\n,,,
0x0e00b9f0,37,,\!M10\!M11\!M12\!M13\!M14\n,,,
0x0e00ba18,37,,\!M15\!M16\!M17\!M18\!M19\n,,,
0x0e00ba40,37,,\!M20\!M21\!M22\!M23\!M24\n,,,
0x0e00ba68,37,,\!M25\!M26\!M27\!M28\!M29\n,,,
0x0e00ba90,37,,\!M30\!M31\!M32\!M33\!無音 \n,,,
0x0e00bab8,9,,\!M41\n,,,
0x0e00bac4,37,,\!M42\!M43\!M44\!M45\!M46\n,,,
0x0e00baec,34,,\!M47\!M482\!M483\!M48\n,,,
0x0e00bb10,37,,\!欠番 \!M50\!M51\!M52\!M53\n,,,
0x0e00bb38,37,,\!M54\!M55\!M58\!M59\!M60\n,,,
0x0e00bb60,38,,\!M43_2\!M56\!M57\!M48_4\n,,,
0x0e015708,9,,\g\a\m\e\n\m\o\v,,,
0x0e01584c,13,,\!思い出の森\n,,,
0x0e01585c,23,,\!とっても高い木(前)\n,,,
0x0e015874,11,,\!なぞなぞ\n,,,
0x0e015880,22,,\!とっても高い木(後),,,
0x0e018734,5,,\s\c\r\l,,,
0x0e01a15c,5,,\t\a\s\k,,,
0x0e01b110,10,,\@ハイレグ,,,
0x0e01b11c,12,,\@ワンピース,,,
0x0e01b128,8,,\@ビキニ,,,
0x0e01b130,63,,ひっくりかえすと、\nわかい女の人がイヤがる\n水着ってなぁーんだ?,,,
0x0e01b170,18,,\@視力(シリョク),,,
0x0e01b184,20,,\@体重(タイジュウ),,,
0x0e01b198,20,,\@身長(シンチョウ),,,
0x0e01b1ac,53,,身体けんさの時、\nいつも注意深くはかる\n部分ってどこ?,,,
0x0e01b1e4,8,,\@スシ屋,,,
0x0e01b1ec,12,,\@ラーメン屋,,,
0x0e01b1f8,8,,\@ソバ屋,,,
0x0e01b200,71,,遠くにあるんだけど、なんか\n近くにあるような気がする\n店ってなぁーんだ?,,,
0x0e01b248,8,,\@ブドウ,,,
0x0e01b250,8,,\@リンゴ,,,
0x0e01b258,8,,\@トマト,,,
0x0e01b260,61,,上から読んでも下から読ん\nでも同じようなヤサイは\nなぁーんだ?,,,
0x0e01b2a0,6,,\@ニジ,,,
0x0e01b2a8,10,,\@アサガオ,,,
0x0e01b2b4,6,,\@カゲ,,,
0x0e01b2bc,71,,昼は背が低いんだけど、\n夕方になると背が伸びる\n黒いヤツってなぁーんだ?,,,
0x0e01b4d0,12,,\@せんぷうき,,,
0x0e01b4dc,6,,\@コマ,,,
0x0e01b4e4,46,,回すと立って、止まると\nたおれる物なぁーんだ?,,,
0x0e01b514,6,,\@ゆめ,,,
0x0e01b51c,8,,\@テレビ,,,
0x0e01b524,4,,\@脈,,,
0x0e01b528,42,,目でみないで、手首でみるも\nのなぁーんだ?,,,
0x0e01b554,8,,\@ミラー,,,
0x0e01b55c,10,,\@ハンドル,,,
0x0e01b568,8,,\@タイヤ,,,
0x0e01b570,77,,車に付いている物に二つの点\nを付けるときれいな宝石にな\nるぞ。これなぁーんだ?,,,
0x0e01b684,2,,\(,,,
0x0e01cdcc,7,,\!砂場\n,,,
0x0e01cdd4,5,,\!空\n,,,
0x0e01cddc,9,,\!ゲーム\n,,,
0x0e01cde8,12,,\!レモンが丘,,,
0x0e01f740,6,,\t\u\c\h\i,,,
0x0e021cf0,7,,\s\c\r\o\l\l,,,
0x0e023658,13,,\!レモンが丘\n,,,
0x0e023668,13,,\!ミニゲーム\n,,,
0x0e023678,19,,\!レモンが丘 勝ち\n,,,
0x0e026a78,23,,\!おじいちゃんの家まえ\n,,,
0x0e026a90,23,,\!おじいちゃんの家中1\n,,,
0x0e026aa8,17,,\!フラワーブレス\n,,,
0x0e026abc,23,,\!おじいちゃんの家中2\n,,,
0x0e02a95c,7,,\b\k\m\o\v\e,,,
0x0e02b068,77,,\!絵本の森 脱出前\n\!クイズ\n\!クイズ後 勝利\n\!クイズ後 敗北\n\!絵本の森 脱出後\n,,,
0x0e02e7d8,52,,レモンが丘の前でまほうの\nリュックに入ったのは何人?,,,
0x0e02e80c,14,,\@オオアリクイ,,,
0x0e02e81c,8,,\@ミミズ,,,
0x0e02e824,8,,\@モグラ,,,
0x0e02e82c,61,,ポテト・ボンボンのイモ畑で\n\%\Mちゃん達を助けて\nくれた動物は?,,,
0x0e02e86c,14,,\@「チンチン」,,,
0x0e02e87c,14,,\@「おまわり」,,,
0x0e02e88c,16,,\@「とってこい」,,,
0x0e02e89c,45,,\%\Mが家で\%\Bに\n教えたものは\n「おすわり」と何?,,,
0x0e02ebd4,6,,\@7人,,,
0x0e02ebdc,6,,\@3人,,,
0x0e02ebe4,6,,\@5人,,,
0x0e02ebec,50,,「とっても高い木」の所に\nいたキューリマンは何人?,,,
0x0e02ec20,12,,\@ガンボット,,,
0x0e02ec2c,6,,\@ムク,,,
0x0e02ec34,4,,\@\%\B,,,
0x0e02ec38,19,,\%\Mの子犬の名前は?,,,
0x0e02ec4c,22,,\@にゃんにゃん愛情物語,,,
0x0e02ec64,22,,\@きゃんきゃん愛情物語,,,
0x0e02ec7c,18,,\@わんわん愛情物語,,,
0x0e02ec90,21,,このソフトの名前は?,,,
0x0e02eca8,18,,\@フレンドリーメモ,,,
0x0e02ecbc,16,,\@ペットワールド,,,
0x0e02eccc,10,,\@ルーピー,,,
0x0e02ecd8,55,,\%\Mちゃんが遊んでる\nマイシールコンピューターの\n名前は?,,,
0x0e02f3b4,37,,\!キャベツゲーム前\n\!キャベツゲーム後\n,,,
0x0e033ae0,31,,\!キャベツ畑の近くの森\n\!野営中\n,,,
0x0e035020,5,,\k\r\m\v,,,
0x0e0376bc,29,,\!済)城門前/暗号入れゲーム\n,,,
0x0e0376dc,31,,\!済)城の中メッセージ/ゲーム\n,,,
0x0e0376fc,35,,\!済)もも一号車軸折れる!引き止め\n,,,
0x0e037720,19,,\!済)キューリ立話\n,,,
0x0e037734,21,,\!済)ガンボット助け\n,,,
0x0e03774c,29,,\!済)ももとクロック見つかる\n,,,
0x0e03776c,33,,\!済)オリ/声援ゲーム・オリ脱出\n,,,
0x0e037790,13,,\!だいまおう\n,,,
0x0e0377a0,26,,\!済)のどかで平和な原っぱ,,,
0x0e038a4c,20,,すごい!なんで!?\n,,,
0x0e038a60,20,,さすが\%\Mちゃん!!\k,,,
0x0e038a74,10,,天才!!\n,,,
0x0e038a80,26,,もーソンケーしちゃう!!\k,,,
0x0e038a9c,12,,クエー??\k,,,
0x0e038aa8,16,,\%\Mちゃんって、\n,,,
0x0e038ab8,18,,チョウノウリョク\n,,,
0x0e038acc,18,,あるのかグアア?\k,,,
0x0e038ae0,8,,うむ。\k,,,
0x0e038ae8,22,,ワレらの\%\Mちゃんは、\n,,,
0x0e038b00,28,,むかしからアタマが良かった\n,,,
0x0e038b1c,10,,んじゃ!\k,,,
0x0e038b28,20,,だてに、じゅくには\n,,,
0x0e038b3c,24,,通っておらんであるな!\k,,,
0x0e038d00,26,,きゃあああ、開いたあ!!\n,,,
0x0e038d1c,20,,\%\Mちゃん、どうして\n,,,
0x0e038d30,14,,分かったの?\k,,,
0x0e038d40,10,,ね、ね、\n,,,
0x0e038d4c,24,,ジュディにだけ教えて!\k,,,
0x0e038d64,22,,なんと!!\%\Mちゃん。\n,,,
0x0e038d7c,24,,スバラしいであるぞ!!\k,,,
0x0e038e94,28,,なんとッ!開いたである!!\k,,,
0x0e038eb0,16,,グワッグワッ!\k,,,
0x0e038ecc,20,,ぼくの言ったコト、\n,,,
0x0e038ee0,24,,ヒントになったのクア?\k,,,
0x0e038ef8,18,,役に立ったガア?\k,,,
0x0e038f0c,18,,うん!ありがとう\n,,,
0x0e038f20,10,,\%\M一号!\k,,,
0x0e039158,28,,きゃあ、ホントに開いたあ!\n,,,
0x0e039174,24,,ジュディが言ったのよ!\n,,,
0x0e03918c,20,,ね、ね、\%\Mちゃん!\k,,,
0x0e0391a0,10,,グワア、\n,,,
0x0e0391ac,22,,考えたのは\%\Mちゃんだ\n,,,
0x0e0391c4,18,,ガア、ジュディ。\k,,,
0x0e0391d8,26,,うっさいわねえ…フンだ。\k,,,
0x0e0391f4,14,,まぁ、まぁ。\k,,,
0x0e03bf84,2,,\#,,,
0x0e03bfc0,7,,\c\l\o\k\m\v,,,
0x0e03bfd8,6,,\E\Q\U\A\K,,,
0x0e03bfe8,6,,\t\d\o\w\n,,,
0x0e03c034,6,,\C\L\J\M\P,,,
0x0e03d624,5,,\F\R\C\K,,,
0x0e03d840,6,,\b\k\h\o\l,,,
0x0e03d864,6,,\m\m\t\r\n,,,
0x0e03d904,5,,\l\f\r\g,,,
0x0e03e4a4,9,,\b\a\k\u\w\a\l\k,,,
0x0e03ede0,4,,\O\R\I,,,
0x0e03f1b4,2,,\k,,,
0x0e03f4e8,5,,\%\B!,,,
0x0e03f558,12,,\@連射測定!,,,
0x0e03f564,16,,\@\%\0\5\d\.\%\0\5\d\.\%\0\3\d,,,
0x0e03f864,2,,\<,,,
0x0e03f98c,5,,\h\k\e\f,,,
0x0e04da5c,5,,\S\G\0\1,,,
0x0e04f394,71,,遊び方を教えましょうか?\n   \!ウン!教えて\n   \!知ってるからいい,,,
0x0e04f3dc,49,,\%\Bはニオイでバクダン\nを見つけることができるの。\k,,,
0x0e04f410,74,,\%\Mちゃんは\%\Bが\nバクダンを踏まないように、\k\c\%\Bを\%\M一号の所\nまで動かして。\k,,,
0x0e04f45c,26,,\%\Bを動かすのは十字キー。\k,,,
0x0e04f478,52,,バクダンがあると\n\%\Bは勝手に\nバクダンを見つけるわ。\k,,,
0x0e04f4ac,60,,バクダンをふんじゃうと\nバクハツしちゃうから\n気を付けてね。\k,,,
0x0e04f6a4,19,,あっ、モグラだ!\k\n,,,
0x0e04f6b8,22,,かっわいーーーっ!!\k,,,
0x0e04f6d0,60,,ひーーーーーっ!!\nモグラはキライ!\nキライだボーーーン!!\k,,,
0x0e04f70c,45,,え〜〜〜なんで〜〜\nこんなにかわいいのに……\k,,,
0x0e04f73c,38,,ひーーーーーっ!!\nモグラはキライ!\k\n,,,
0x0e04f764,24,,キライだボーーーン!!\k,,,
0x0e04f77c,35,,やった!\nモグラさん、ありがとう!\k,,,
0x0e04f7a0,48,,ボボンボ〜ン!\nこっから先は、\n通さんボ〜〜ン!\k,,,
0x0e04f7d0,48,,どうしよう?\nどこか他に\n通れる道はないかしら?\k,,,
0x0e04f800,42,,どこか他にも\nモグラさんは\nいないかしら?\k,,,
0x0e04f82c,33,,やったーーーーっ!\nエライ!\%\B!\k,,,
0x0e05003c,5,,\S\G\0\2,,,
0x0e050988,71,,遊び方を教えましょうか?\n   \!ウン!教えて\n   \!知ってるからいい,,,
0x0e0509d0,112,,\%\Mちゃん。\k\c\%\Bの鼻を使って\n絵本の主人公を\n探すのよ!\k\c\%\Bの動かし方は\nイモ畑の時とおんなじで\n十字キーを使うの。\k,,,
0x0e050a40,49,,ニオイはキャベツの方に\n十字キーを押せばいいわ。\k,,,
0x0e050a74,82,,絵本の主人公は5人。\n早く助けないと\n完全に食べられちゃうわ\k\cがんばって\%\Mちゃん!\k,,,
0x0e050be8,72,,ヒューッ、助かったよ。\nありがとう。\k\cボク、ピーターパン!\nヨロシクね。\k,,,
0x0e050c30,108,,キャー、ピーターパンよ!\k\cジュディ、\nピーターパンのお話\n大好きなんだ!\k\cピーターパンさん!\k\nあくしゅして!\k,,,
0x0e050c9c,20,,あ、あぁ、いいよ。\k,,,
0x0e050cb0,41,,それから、え〜と\nサイン、サインっと……\k,,,
0x0e050cdc,65,,あ、あの、ボク、\n絵本にもどらなくちゃあ……\k\nどうもありがとう!\k,,,
0x0e050d20,49,,あ、そんなーっ\nまってよ〜!\nピーターパンさん!\k\c,,,
0x0e050d54,42,,ジュディ、そのくらいに\nしておきなさい。\k\c,,,
0x0e050d80,22,,ちぇ、つまんないの。\k,,,
0x0e050d98,25,,ぷは〜っ!\n助かったよ。\k,,,
0x0e050db4,36,,なんかせなかに\nナベ付けてるモン!\k\c,,,
0x0e050dd8,64,,ムク、\nあれは”ちゃがま”よ。\k\cぶんぶくちゃがまの\nタヌキさん。\k,,,
0x0e050e18,115,,いや〜ありがとう。\nキャベツに食べられた時は\nどうなるかと思ったよ。\k\c本当にありがとう!\nポ・ン・ポ・コ・リーーン!\k,,,
