origin,pointers,origin_length,game_order,text_original,text_trans_dialogwidth,text_trans_bookwidth,text_trans_printwidth,notes_alts,,,,,,,,,,,,,,,,,,,,,,
0x0E038D40,0x0E038E7C,10,,ね、ね、{nl},"C'mon, just tell Judy,
it'll be our secret!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038D4C,0x0E038E80,24,,ジュディにだけ教えて！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038D64,0x0E038E84,22,,なんと！！{momo}ちゃん。{nl},"Splendid, {momomo}!
Good show!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038D7C,0x0E038E88,24,,スバラしいであるぞ！！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
,,,,えへへ……それほどでも。{np},"Ehehe... okay, okay...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,よーし、それじゃあ{nl}行くわよ！{np},"All right, everyone ready?
Let's go!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038A4C,0x0E038CB8,20,,すごい！なんで！？{nl},WHOA!!! How the...?!{nl},,,* Combo END5,,,,,,,,,,,,,,,,,,,,,,
0x0E038A60,0x0E038CC0,20,,さすが{momo}ちゃん！！{np},That's our {momomo}!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038A74,0x0E038CC8,10,,天才！！{nl},She's a genius!!!{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038A80,0x0E038CCC,26,,もーソンケーしちゃう！！{np},We're not worthy!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038A9C,0x0E038CD0,12,,クエー？？{np},Waaaak??{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038AA8,0x0E038CD4,16,,{momo}ちゃんって、{nl},"Who knew {momomo}
had such a beautiful mind!?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038AB8,0x0E038CD8,18,,チョウノウリョク{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038ACC,0x0E038CDC,18,,あるのかグアア？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038AE0,0x0E038CE0,8,,うむ。{np},Well...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038AE8,0x0E038CE4,22,,ワレらの{momo}ちゃんは、{nl},"Our {momomo} has always
been quite clever,
even from a young age!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038B00,0x0E038CE8,28,,むかしからアタマが良かった{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038B1C,0x0E038CEC,10,,んじゃ！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E038B28,0x0E038CF0,20,,だてに、じゅくには{nl},"I knew it was the sage
choice to bring {momomo}
through the Door of Time!{np}",,,"* this is a tough one but I think this is a joke, where he's patting himself on the back for bringing momo, though of course he tried very hard at the beginning to send her back",,,,,,,,,,,,,,,,,,,,,,
0x0E038B3C,0x0E038CF4,24,,通っておらんであるな！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
,,,,えへへ……それほどでも。{np},"Ehehe... okay, okay...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,よーし、それじゃあ{nl}行くわよ！{np},"All right, everyone ready?
Let's go!{np}",,,* Combo endings over,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E039EB8,0x0E03A284,12,4022,ジュディが{nl},"More of these guys...
Judy will create a
distraction!{np}",,,"Hold up! Judy will create a
distraction!",,,,,,,,,,,,,,,,,,,,,,
0x0E039EC4,0x0E03A28C,26,4023,アイツらの気をそらすわ！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E039EE0,0x0E03A294,12,4024,{momo}ちゃん、{nl},"{momomo},{nl}",,,"* DUPLICATED, attempted to make safe",,,,,,,,,,,,,,,,,,,,,,
0x0E039EEC,0x0E03A298,24,4025,すきを見て、進んでね！{np},"when you see your chance,
make a break for it!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E039F04,0x0E03A2A0,24,4027,一度に大人数で動くと、{nl},"if we all move together,
we're likely to be spotted.{np}",,,"* uses dupe, 2 lines remain",,,,,,,,,,,,,,,,,,,,,,
0x0E039F1C,0x0E03A2A4,24,4028,気づかれるかもしれん。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E039F34,0x0E03A2A8,26,4029,ここは２つのグループに分{nl},"It might be best to split
into two groups here.{np}",,,"I'm thinking we should
split into two groups.{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E039F50,0x0E03A2AC,28,4030,かれたほうがいいじゃろう。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E039F6C,0x0E03A2B0,8,4031,うん、{nl},"Right.
Okay, I'll go together with
{momomo}-01.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E039F74,0x0E03A2B4,18,4032,じゃあ、あたしは{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E039F88,0x0E03A2B8,18,4033,{momo}一号と行くわ。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E039F9C,0x0E03A2C0,18,4034,グアァ…う…ん、{nl},"Honnnnk... O-, okay...{np}",,,"Honnnnk... Right, okay...{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E039FB0,0x0E03A2C4,18,4035,いいよ…クエー…{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E039FC4,0x0E03A2C8,22,4036,ワシは後で行くから。{np},And I will go second.{np},,,I will go after.{np},,,,,,,,,,,,,,,,,,,,,,
0x0E039FDC,0x0E03A370,28,4037,エーイ、キャプテンだけでは{nl},"Quite, quite! I had best go
along... Captain will need
my expertise!{np}",,,"Yes, well, I should worry
about Captain, so I will
accompany him!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E039FF8,0x0E03A374,28,4038,心配であるからして、ワシも{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A014,0x0E03A378,28,4039,キャプテンと行くであるぞ！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A030,0x0E03A37C,22,4040,うん。クロックさん、{nl},"Captain's an old dog, so
be sure and give him the
go-ahead loud and clear.{np}",,,"Got it. Captain's an old
dog, so be sure and give him
the go sign clearly!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E03A048,0x0E03A380,28,4041,キャプテンはもう年だから、{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A064,0x0E03A384,24,4042,しっかり号令かけてね！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054988,0x0E055348,44,,よ〜し、{nl}それじゃあ、行くわよ！{nl}{momo}ちゃん。{np},"All right, {momomo},
get ready! Here I go!!!{np}",,,* SG4 minigame,,,,,,,,,,,,,,,,,,,,,,
0x0E0549B4,0x0E055350,35,,ヤーイ！ヤーイ！{nl}ここまでおいで！{np},"HEY!! HEEEY!!!
OVER HERE!!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0549D8,0x0E05535C,101,,キューーーーーーッ！！{nl}あやしいッキュ！{nl}あやしいッキュ！{np}{clr}つかまえるッキュ！{nl}つかまえるッキューッ！{np},"Cyuuuuuuu!!!
Intruder! Intruder!!{np}
{clr}Get her! Get her!!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054A40,0x0E055368,35,,ホレホレ{nl}こっちよ、キュウリさん！{np},"Yoooooo!
This way, Mr. Cuke!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054A64,0x0E05536C,31,,待てッキュ！{nl}待てッキューッ！{np},"Stop!!!
STOOOOP!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054BBC,0x0E055528,53,,キュキュキュキューッ！{nl}待つッキュ！待つッキュー！！{np},"Cyucyucyucyuuuu!!
Stop!! STOP!!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0547D0,0x0E054968,91,,さあ、{momo}ちゃん。{np}{clr}ジュディがキューリマン達を{nl}引き付けてる間にこの部屋を{nl}通りぬけるのよ！{np}{clr},"This is your chance,
{momomo}!{np}{clr}
Sneak across the room while
the Cucumbros are distracted
chasing Judy!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E05482C,0x0E054978,29,,出口は画面の右側にあるわ。{np}{clr},"You'll need to get to the
exit, over here on the
east side of the room.{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E05484C,0x0E054980,123,,キューリマンの上下左右に{nl}いると見つかっちゃうわ。{np}{clr}キューリマン達に見つから{nl}ないように、うまく柱に{nl}かくれながら進んでね。{np},"Thanks to these pillars, the
Cucumbros can only see in
straight lines,{np}{clr}up, down, left, or right.
Hide behind pillars to stay
out of these sight lines!{np}{clr}Wait for the right time to
move, and move carefully,
to avoid getting caught!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054A84,0x0E055370,17,,{momo}一号、今よ！{np}{clr},"{MOMOMO}-01, LAUNCH!{np}{clr}",,,* Momo-01 begin,,,,,,,,,,,,,,,,,,,,,,
0x0E054A98,0x0E055374,54,,まかせてグァ！{nl}{momo}ちゃん。{nl}しっかり、つかまっててグァ{np},"Strap in, {momomo}!{np}
HONK HONNNK!{np}",,,"I got this, {momomo}!
Strap in, WAAK!{np}",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AAC8,0x0E03B338,12,4087,キュキュ？{nl},Cyu-cyu?{nl},,,* Momo-01 lose,,,,,,,,,,,,,,,,,,,,,,
0x0E054C04,0x0E05553C,18,,キューーーーッ！{nl},CYUUUUUUUUUUUU!!!{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054C18,0x0E055544,20,,あれは{momo}だキュ！！{np},That's {momomo}!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054C48,0x0E055644,24,,{momo}だキュ！{nl}{momo}だキュ！{np}{clr},"-It's {momomo}!
-It's {momomo}!!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054C88,0x0E055654,59,,つかまえたら{nl}ハクサイだいまおうさまに{nl}ほめられるッキュ！{np}{clr},"Cyuu!! Catch 'em and da
Dark Lord Cabbage'll give ya
a medal for sure!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054CC4,0x0E055658,40,,ほめられるッキュ！{nl}ほめられるッキュ！{np}{clr},"-A medal!!
-A medal!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054CEC,0x0E05565C,30,,………つかまえるッキューッ！{np},CYUUU! GET 'EM!!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054D0C,0x0E055664,28,,{momo}ちゃん、{nl}にげてーーっ！{np}{clr},"{momomo}, ruuuuuunn!!!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03D90C,0x0E03E1AC,20,4201,つかまえるッキュ！{np},Get her!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03D920,0x0E03E1C8,20,4202,つかまえるッキュ！{nl},Get her!!{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03D934,0x0E03E1CC,22,4203,つかまえるッキュ！！{np},Get her!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054D28,0x0E05566C,59,,えーっ、{nl}にげるっていっても……{nl}ど、どっちに…………！？{np}{clr},"Ahh!! Run... run where!?
Which way??!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054D64,0x0E055670,50,,グァ、グァ！{nl}どっちでもいいから{nl}早くにげるグァ！{np},"WAK! WAK!! Any way!
Just hurry up and RUN!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054D98,0x0E055868,45,,どこじゃ？ここは{nl}完全にまよったようじゃな。{np},"Where are we?
I'm completely lost...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054DC8,0x0E055878,35,,いたッキュ！{nl}キャプテンだッキュ！{np},"There!! Cyuuuu!
It's Captain!!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054DEC,0x0E05587C,37,,ヒエ〜ッ！{nl}早くにげるであるーーーッ{np},"Aiieeeeeee!!
Don't stop! Ruuuuuun!!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054E14,0x0E055884,42,,グェ、グェ！{nl}どこだグァ？どっちだグァ？{np}{clr},"Wak... wak... wak...
Where... wak... are we?
Did we lose them?{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054E40,0x0E055888,26,,あーん、まよっちゃった！{np},"Noooo...
We're completely lost!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054E5C,0x0E05588C,64,,キャーッ、キャーーーーッ！{nl}ドコドコ？ここどこ？{nl}わかんなーい！{np},"AIEEEE! AIIIEEEEE!!!!
Where- where is this?!
Where'd everyone go!?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054E9C,0x0E055890,12,,ジュディ！{np},Judy!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054EA8,0x0E055894,12,,{momo}ちゃん！{np},{momomo}!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054EB4,0x0E055898,54,,あわわわわわ、キャプテン！{nl}急ぐのじゃ！急ぐのじゃ！{np}{clr},"Ahh-wah-wah-wah!! Captain!
Make haste!
Make haste!!!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054EEC,0x0E05589C,19,,…………………？{np}{clr},...Is that......?{np}{clr},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054F00,0x0E0558A0,50,,おおっ、{momo}ちゃん！{nl}ジュディ！、{nl}それに{momo}一号も！{np},"Ahhh! {momomo}! Judy!
And {momomo}-01!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054F34,0x0E0558A4,47,,キャプテン！、クロックさん！{nl}ぶじだったのね！{np},"Captain! Mr. Clock!
You're all right!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054F64,0x0E055990,50,,フーッ、なんとか、{nl}みんなにげきれたようじゃな。{np}{clr},"Phew!!!
It seems we all managed to
escape somehow...{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054F98,0x0E055994,20,,うん。なんとかね。{np},"Yeah, somehow...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054FAC,0x0E0559A0,40,,グァグァ？{nl}あっちに光りが見えるグァ！{np}{clr},"Wak-WAK? I can see light
coming from over there!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054FD4,0x0E0559A4,25,,なんか、あやしいわね。{np}{clr},"Hmm, that's strange...{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054FF0,0x0E0559A8,51,,う〜ん、{nl}このままここにいても{nl}しかたがないのぉ。{np}{clr},"Well, no point lingering
here in the dark, is there?{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E055024,0x0E0559AC,48,,そうね。{nl}それじゃ、とりあえず{nl}行ってみようか！{np},"Right!
Let's check it out...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E055054,0x0E0559B0,31,,あれ？{nl}ここは………………！？{np},"Wait a minute...
Isn't this...?!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E055074,0x0E055AC0,23,,さっきの通路だグァ！{np}{clr},"It's the same hall
as before! HONNNK!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E05508C,0x0E055ACC,16,,シーーーーッ！{np},GRAAAAAAAHHHH!!!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E05509C,0x0E055AD4,38,,もう少しで{momo}を{nl}つかまえられたのに…{np}{clr},"We was so close to catchin'
{momomo} this time...!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0550C4,0x0E055AD8,99,,キューーーーーーッ{nl}くやしいッキュ！{nl}くやしいッキュ！{np}{clr}こんど見つけたら{nl}ゼッタイつかまえるッキュ！{np},"-Cyuuuuuu!!!
-Gotta be kiddin' me!!
-How'sis keep happenin'!?{np}{clr}We'll get 'er dis time!
Dis time for sure!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E055128,0x0E055AE0,59,,ふーーーーっ、よし！{nl}それじゃあ、{nl}もう１回行ってくるわ！{np}{clr},"Phew, alright! I'm alright!
Okay! I can do this!
One more time, here I go!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E055164,0x0E055AE4,13,,ジュディ！{np}{clr},Ah! Judy!!{np}{clr},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E055174,0x0E055AE8,24,,今度はうまくやってね！{np},We'll get it this time!{np},,,This time'll go better!{np},We'll do better this time!{np},,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054AD0,0x0E055504,32,,やった！{nl}後はキャプテン達ね。{np}{clr},"Yes!!! Okay, Captain,
you guys are up!{np}{clr}",,,* Momo-01 win,,,,,,,,,,,,,,,,,,,,,,
0x0E054AF0,0x0E055510,36,,…………そ、そうだね、{nl}{momo}ちゃん。{np}{clr},"*wince*...
Let's go, {momomo}.{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054B14,0x0E055514,10,,{momo}一号？{np},{momomo}-01...?{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054B20,0x0E055518,46,,次はワシらの番である。{nl}キャプテン、行くぞ！{np}{clr},"It is our time!
Captain, away!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054B50,0x0E05551C,33,,フム、{nl}それじゃあ行こうかのう。{np},"Hummm, off we go then.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054B74,0x0E055520,70,,キャーーーッ！{nl}ちょっと、ちょっと！{np}{clr}あんた達、{nl}足速いんじゃないの！{np},"Aiieeeeee!! Hey... hey!{np}{clr}Put the pedal to the metal,
you two!!!{np}",,,"Aiieeeeee!!
You guys need to move it!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E054C60,0x0E055648,40,,キャプテンだキュ！{nl}キャプテンだキュ！{np}{clr},"It's Captain-Cyuu!!
It's Captain-Cyuuu!!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054BF4,0x0E055530,11,,キュキュ？,Cyu-cyuu???,,,* Captain lose,,,,,,,,,,,,,,,,,,,,,,
0x0E054C2C,0x0E055548,28,,あれはキャプテンだキュ！！{np},That's Captain!!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E054C00,0x0E055538,4,,　{np},　{np},,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A3DC,0x0E03A5FC,11,4043,やったぁ！,Yes!!,,,* Captain win,,,,,,,,,,,,,,,,,,,,,,
0x0E03A3E8,0x0E03A638,5,4044,！？,?!,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A3F0,0x0E03A63C,13,4045,きゃあっ！！,Aiiieeeeee!!,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A770,0x0E03AEC8,15,4046,イタタ……。{np}{nl},Owwwwwww-w-w-w...{np}{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A780,0x0E03AED4,16,4047,だいじょうぶ？{nl},Is everyone okay?{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A790,0x0E03AED8,12,4048,{momo}一号！！{np},{momomo}-01!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A79C,0x0E03AEEC,10,4049,アッ！！{nl},Ahh!!{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A7A8,0x0E03AEF0,25,4050,前輪のじくが、折れてる！,"Your front axle!
It's cracked!!",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A7C4,0x0E03AEF8,24,4051,いったいどうしたの！？{nl},How did this happen?!{np},,,How did this happen?!{np},,,,,,,,,,,,,,,,,,,,,,
0x0E03A7DC,0x0E03AEFC,24,4052,なんで、そんなことに？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A7F4,0x0E03AF00,22,4053,クエー…へへへ……。{np},Waaaaak... heh heh...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A80C,0x0E03AF04,28,4054,さっきあびたキリのせいで、{nl},"It's that green mist we flew
through... it left me a
little rusty... wak...{np}",,,"Looks like that green mist
we flew through did a number
on my metal parts...wak...{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E03A828,0x0E03AF08,26,4055,サビちゃったんだガア……{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A844,0x0E03AF0C,10,4056,クエ……{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A850,0x0E03AF10,21,4057,{momo}一号…どうして？{np}{nl},"{momomo}-01, why?{np}{nl}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A868,0x0E03AF14,22,4058,どうして、もっと早く{nl},"Why didn't you say
something before!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A880,0x0E03AF18,24,4059,言ってくんなかったの？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A898,0x0E03AF1C,18,4060,クエッ、ごめん、{nl},"Honnk... Sorry,
{momomo}...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A8AC,0x0E03AF20,16,4061,{momo}ちゃん……。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A8BC,0x0E03AF24,10,4062,クエー…{nl},"I.. waaaak... I just
wanted to stay by
your side...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A8C8,0x0E03AF28,18,4063,ボクは{momo}ちゃんの{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A8DC,0x0E03AF2C,28,4064,そばにいたかったクエー…、{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A8F8,0x0E03AF30,22,4065,役にたちたかったんだ{nl},"I just wanted to
be helpful... waaak...{np}",,,"I just wanted to be
useful...",,,,,,,,,,,,,,,,,,,,,,
0x0E03A910,0x0E03AF34,12,4066,ガア……。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A91C,0x0E03B0E0,26,4067,でも、ここから先、ボクは{nl},"But... this is where we
part ways.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A938,0x0E03B0E4,26,4068,いっしょに行けない………{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A954,0x0E03B0EC,28,4069,クエー…ボクを置いて行って{nl},"I.. I want you to
leave me here.{np}",,,"Waaak! Go on without me.
It's my wish.{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E03A970,0x0E03B0F0,14,4070,ほしいガア。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A980,0x0E03B108,18,4071,でも…、でも…！{np},But... But...!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A994,0x0E03B134,29,4072,ハア、ハア…もうダメ……。{np}{nl},"Huff! Huff! I can't...{np}
keep going... huff...
so tired...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A9B4,0x0E03B138,26,4073,つかれた……ハア…………{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A9D0,0x0E03B13C,15,4074,ジュディ……{np}{nl},Judy!....{np}{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A9E0,0x0E03B140,18,4075,{momo}一号が………！{np},It's {momomo}-01...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03A9F4,0x0E03B144,23,4076,グアッ！さあ、早く！{np}{nl},"HONK! Go on, hurry!{np}{nl}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AA0C,0x0E03B148,22,4077,ボクはヘイキだガア！{np},I'll be fine!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AA24,0x0E03B14C,21,4078,クエッ！{momo}ちゃん！{np}{nl},Waaak! {momomo}!{np}{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AA3C,0x0E03B150,24,4079,思い出をなくさないで！{np},Keep your memories alive!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AA54,0x0E03B154,16,4080,ボクのコトも、{nl},"Don't forget me...
don't forget us all!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AA64,0x0E03B158,18,4081,みんなのコトも、{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AA78,0x0E03B15C,18,4082,わすれないで！！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AA8C,0x0E03B160,12,4083,{momo}一号……{np},{momomo} Unit 01...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AA98,0x0E03B164,18,4084,クワアアアア！！{nl},"GUWAAAAAWK!
Now go, {momomo}! Hurry!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AAAC,0x0E03B168,14,4085,早く行って！{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AAD4,0x0E03B33C,16,4088,こっちでなんか{nl},"Think I heard some kinda
noise comin' from this way!{np}",,,"*cyu-cyu repeated, 2 lines remain",,,,,,,,,,,,,,,,,,,,,,
0x0E03AAE4,0x0E03B340,26,4089,もの音がした気がするな。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AB00,0x0E03B34C,25,4090,しかた…ない…わ…ね。{np}{nl},That's my... huff... cue!{np}{nl},,,"Looks like... I'm up...
again...{np}{nl}",,,,,,,,,,,,,,,,,,,,,,
0x0E03AB1C,0x0E03B358,26,4091,も、一回、行ってくるわ。{np},Here I go again!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AB38,0x0E03B364,14,4092,{momo}…ちゃん…{nl},"Momo... we're counting...
on you... now...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AB48,0x0E03B368,14,4093,がんばって…{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AB58,0x0E03B36C,28,4094,ジュディ…もできる…だけ、{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AB74,0x0E03B370,22,4095,ここでキューリ…を、{nl},"Judy... will keep these guys
tied up... for as long...
as she can...!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03AB8C,0x0E03B374,28,4096,引きつけとく…から……ね！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03ABA8,0x0E03B398,24,4097,キュキュ？こっちかな？{np},Cyu-cyu?? This way!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03ABC0,0x0E03B3A0,18,4098,{momo}ちゃん、ワシが{nl},"{momomo}, I will stay
behind and defend
{momomo}-01.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03ABD4,0x0E03B3A4,20,4099,{momo}一号を守るために{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03ABE8,0x0E03B3A8,10,4100,残ろう。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03ABF4,0x0E03B564,22,4101,だから、心配しないで{nl},"You don't have to worry
about us.
Go! Go to {doggie}.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
